代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	
600050	中国联通	-2.65	6.24	-0.17	6.24	6.25	987296	66	-0.31	          0.47	6.35	6.36	6.22	6.41	    36.87	621500672	  0.77	电信运营	上海	2.18	6.29	511889	475407	  1.08	1703	1368	--  	
600051	宁波联合	0.41	12.28	0.05	12.27	12.28	109107	133	-0.56	          3.57	12.09	12.52	12.06	12.23	    24.86	133801824	  1.04	综合类	浙江	3.76	12.26	57753	51354	  1.12	105	648	--  	
600052	浙江广厦	-0.12	8.11	-0.01	8.11	8.12	334436	181	0.00	          3.84	8.02	8.45	7.98	8.12	--  	273747456	  1.01	区域地产	浙江	5.79	8.19	165473	168962	  0.98	167	1227	--  	
600053	中江地产	10.00	57.63	5.24	57.63	--  	89866	3	0.00	          2.07	55.00	57.63	54.60	52.39	   642.82	507419520	  0.50	区域地产	江西	5.78	56.46	46750	43115	  1.08	41802	0	--  	
600054	黄山旅游	-0.69	21.54	-0.15	21.54	21.55	30804	150	0.04	          2.62	21.54	22.24	21.40	21.69	    27.54	67136880	  1.23	旅游景点	安徽	3.87	21.79	15943	14860	  1.07	675	544	--  	
600055	华润万东	-0.28	39.81	-0.11	39.80	39.85	37703	10	0.02	          1.74	39.95	40.44	39.20	39.92	   255.21	149774800	  0.72	医疗保健	北京	3.11	39.73	20488	17214	  1.19	2	17	--  	
600056	中国医药	-1.56	15.79	-0.25	15.79	15.80	81567	5	0.00	          0.83	15.94	16.00	15.65	16.04	    23.18	129514600	  0.63	医药商业	北京	2.18	15.88	47849	33718	  1.42	233	169	--  	
600057	象屿股份	-0.65	12.16	-0.08	12.15	12.16	84737	13	0.00	          1.53	12.20	12.26	12.05	12.24	    57.09	103089360	  0.56	仓储物流	福建	1.72	12.17	48643	36093	  1.35	261	40	--  	
600058	五矿发展	-4.05	27.71	-1.17	27.69	27.70	217799	120	-0.14	          2.03	28.60	28.86	27.40	28.88	--  	611897216	  0.58	商贸代理	北京	5.06	28.09	126699	91099	  1.39	146	55	--  	
600059	古越龙山	-1.24	10.37	-0.13	10.31	10.45	93399	3100	0.48	          1.16	10.37	10.46	10.26	10.50	    73.68	96646080	  0.68	红黄药酒	浙江	1.90	10.35	56271	37128	  1.52	459	578	--  	
600060	海信电器	-2.68	18.13	-0.50	18.13	18.14	225707	70	-0.38	          1.72	18.37	18.45	18.03	18.63	    19.17	411448512	  0.66	家用电器	山东	2.25	18.23	117501	108205	  1.09	22	2	--  	
600061	国投安信	-2.87	24.41	-0.72	24.38	24.39	271089	67	-0.20	          6.32	24.68	25.00	24.18	25.13	    19.38	665288576	  0.69	证券	上海	3.26	24.54	147671	123418	  1.20	139	97	--  	
600062	华润双鹤	-1.67	22.42	-0.38	22.43	22.44	55903	2	-0.08	          0.98	22.70	22.80	22.35	22.80	    22.37	126181008	  0.73	化学制药	北京	1.97	22.57	33608	22295	  1.51	81	8	--  	
600063	皖维高新	-2.48	5.91	-0.15	5.90	5.91	364510	3	0.00	          2.43	6.01	6.02	5.86	6.06	   103.32	216638048	  0.76	化纤	安徽	2.64	5.94	218464	146046	  1.50	3931	316	--  	
600064	南京高科	-2.43	18.89	-0.47	18.84	18.85	100025	10	0.26	          1.29	19.15	19.20	18.79	19.36	    15.18	189818688	  0.71	园区开发	江苏	2.12	18.98	58893	41132	  1.43	56	66	--  	
600066	宇通客车	-0.92	21.51	-0.20	21.51	21.52	97708	6	-0.09	          0.51	21.40	21.69	21.30	21.71	    19.15	209923792	  0.78	汽车整车	河南	1.80	21.48	54456	43251	  1.26	24	43	--  	
600067	冠城大通	-2.11	8.82	-0.19	8.80	8.84	335482	229	0.00	          2.26	8.93	9.00	8.74	9.01	    40.51	297086240	  0.70	全国地产	福建	2.89	8.86	183879	151602	  1.21	463	546	--  	
600068	葛洲坝	-2.30	8.06	-0.19	8.05	8.06	415791	43	0.24	          1.00	8.15	8.19	8.00	8.25	    15.51	335948032	  0.74	建筑施工	湖北	2.30	8.08	253717	162074	  1.57	1265	346	--  	
600069	*ST银鸽	1.17	5.21	0.06	5.20	5.21	160249	50	0.00	          1.94	5.19	5.27	5.14	5.15	--  	83433336	  0.86	造纸	河南	2.52	5.21	81006	79243	  1.02	825	103	--  	
600070	浙江富润	0.00	9.50	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	9.50	  5251.90	0	  0.00	纺织	浙江	0.00	9.50	0	0	--  	0	0	--  	
600071	*ST光学	0.35	22.72	0.08	22.67	22.72	11102	30	0.13	          0.47	22.59	22.96	22.42	22.64	--  	25156796	  0.53	文教休闲	江西	2.39	22.66	6455	4647	  1.39	16	23	--  	
600072	钢构工程	0.00	25.99	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	25.99	--  	0	  0.00	船舶	上海	0.00	25.99	0	0	--  	0	0	--  	
600073	上海梅林	2.48	13.22	0.32	13.21	13.22	185730	166	0.07	          2.26	12.85	13.26	12.70	12.90	    85.52	241599264	  1.26	食品	上海	4.34	13.01	85660	100069	  0.86	10	59	--  	
600074	保千里	0.58	15.50	0.09	15.50	15.51	275951	76	0.25	          3.08	15.35	15.80	15.15	15.41	   136.55	427217408	  0.72	电脑设备	江苏	4.22	15.48	133202	142749	  0.93	128	69	--  	
600075	新疆天业	-2.03	10.15	-0.21	10.14	10.15	121126	100	-0.29	          2.76	10.26	10.33	10.05	10.36	   152.25	123352736	  0.80	化工原料	新疆	2.70	10.18	68246	52880	  1.29	224	244	--  	
600076	青鸟华光	2.52	10.97	0.27	10.96	10.98	170153	104	0.00	          4.65	10.75	11.09	10.60	10.70	--  	185829488	  0.85	通信设备	山东	4.58	10.92	86954	83198	  1.05	39	1003	--  	
600077	宋都股份	0.12	8.59	0.01	8.57	8.58	402443	65	1.05	          3.69	8.38	8.72	8.16	8.58	   749.62	338537376	  0.71	全国地产	浙江	6.53	8.41	214791	187651	  1.14	1053	8	--  	
600078	澄星股份	0.00	6.80	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	6.80	   161.38	0	  0.00	化工原料	江苏	0.00	6.80	0	0	--  	0	0	--  	
600079	人福医药	-0.52	21.14	-0.11	21.15	21.16	390067	93	-0.28	          3.78	21.01	21.93	20.93	21.25	    46.21	831928640	  1.04	化学制药	湖北	4.71	21.33	205831	184236	  1.12	146	20	--  	
600080	金花股份	1.90	12.33	0.23	12.33	12.34	159659	23	-0.48	          5.23	12.00	12.54	11.92	12.10	   128.53	196669136	  0.71	中成药	陕西	5.12	12.32	83235	76423	  1.09	124	294	--  	
600081	东风科技	-1.00	17.76	-0.18	17.76	17.77	55453	15	-0.16	          1.77	17.94	18.15	17.68	17.94	    30.64	98964000	  0.84	汽车配件	上海	2.62	17.85	29017	26435	  1.10	4	27	--  	
600082	海泰发展	-1.68	7.02	-0.12	7.01	7.02	172649	5	0.42	          2.73	7.09	7.17	6.89	7.14	--  	121561592	  0.72	园区开发	天津	3.92	7.04	99941	72708	  1.37	124	520	--  	
600083	博信股份	-1.31	21.02	-0.28	21.03	21.09	50350	26	-0.89	          2.22	21.02	21.45	20.23	21.30	   343.99	105781104	  0.57	建筑施工	广东	5.73	21.01	26376	23974	  1.10	93	118	--  	
600084	中葡股份	1.07	8.54	0.09	8.57	8.58	274572	56	-0.69	          3.39	8.41	8.79	8.25	8.45	--  	234574352	  0.99	红黄药酒	新疆	6.39	8.54	142070	132502	  1.07	29	133	--  	
600085	同仁堂	-2.59	28.21	-0.75	28.21	28.22	112466	68	-0.03	          0.82	28.83	28.83	28.14	28.96	    43.78	320200000	  0.50	中成药	北京	2.38	28.47	66983	45482	  1.47	48	174	--  	
600086	东方金钰	0.53	13.32	0.07	13.33	13.34	241819	56	-0.07	          2.29	13.25	13.47	13.04	13.25	    46.18	321425056	  0.73	服饰	湖北	3.25	13.29	125822	115997	  1.08	4	973	--  	
600088	中视传媒	-1.01	26.39	-0.27	26.37	26.38	43500	12	-0.41	          1.31	26.60	27.17	26.26	26.66	   162.27	116215680	  0.67	影视音像	上海	3.41	26.72	22272	21228	  1.05	70	60	--  	
600089	特变电工	-2.32	11.79	-0.28	11.79	11.80	302635	104	-0.25	          0.95	11.97	12.02	11.75	12.07	    17.79	360239648	  0.78	电气设备	新疆	2.24	11.90	173348	129287	  1.34	559	1312	--  	
600090	啤酒花	-1.55	17.18	-0.27	17.18	17.19	62193	6	-0.05	          1.69	17.46	17.49	17.07	17.45	    82.44	107258672	  0.55	啤酒	新疆	2.41	17.25	34629	27563	  1.26	43	593	--  	
600091	*ST明科	0.00	11.99	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.99	--  	0	  0.00	化工原料	内蒙	0.00	11.99	0	0	--  	0	0	--  	
600093	禾嘉股份	-1.23	16.88	-0.21	16.79	16.90	87244	346	0.83	          2.71	16.96	17.05	16.58	17.09	   114.74	146523696	  0.69	汽车配件	四川	2.75	16.79	48419	38825	  1.25	20	42	--  	
600094	大名城	2.15	12.37	0.26	12.37	12.38	976477	204	0.16	          5.39	11.84	12.58	11.75	12.11	    68.20	1188818816	  1.14	区域地产	上海	6.85	12.17	485736	490741	  0.99	96	1755	--  	
600095	哈高科	-1.24	11.12	-0.14	11.12	11.15	135681	355	0.09	          3.76	11.22	11.40	11.05	11.26	--  	151529600	  0.67	区域地产	黑龙江	3.11	11.17	80238	55442	  1.45	5	170	--  	
600096	云天化	-3.84	14.29	-0.57	14.28	14.29	458591	65	-0.48	          8.80	14.85	15.57	14.20	14.86	   282.76	686131136	  1.32	农药化肥	云南	9.22	14.96	213734	244857	  0.87	180	8	--  	
600097	开创国际	-1.09	19.96	-0.22	19.94	19.96	85491	24	0.20	          4.22	20.00	20.20	19.50	20.18	   177.12	169960000	  0.57	渔业	上海	3.47	19.88	49179	36311	  1.35	87	162	--  	
600098	广州发展	-1.21	13.10	-0.16	13.10	13.11	192223	22	-0.15	          0.71	13.26	13.45	13.00	13.26	    27.18	253488176	  0.73	火力发电	广东	3.39	13.19	97004	95219	  1.02	151	247	--  	
600099	林海股份	0.00	13.37	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	13.37	   923.20	0	  0.00	摩托车	江苏	0.00	13.37	0	0	--  	0	0	--  	
600100	同方股份	-2.41	17.04	-0.42	17.03	17.04	504589	55	0.35	          2.44	17.33	17.42	16.89	17.46	    66.83	865558208	  0.76	电脑设备	北京	3.04	17.15	291882	212707	  1.37	1068	24	--  	
600101	明星电力	-1.80	11.98	-0.22	11.98	11.99	116480	30	-0.24	          3.59	12.01	12.16	11.87	12.20	    33.34	139923856	  0.74	水力发电	四川	2.38	12.01	68981	47499	  1.45	52	31	--  	
600103	青山纸业	1.25	8.09	0.10	8.08	8.09	411459	90	-0.12	          3.87	8.00	8.17	7.91	7.99	--  	331724192	  0.61	造纸	福建	3.25	8.06	186893	224566	  0.83	568	31	--  	
600104	上汽集团	-2.37	20.64	-0.50	20.63	20.64	223271	15	-0.09	          0.20	20.95	20.96	20.33	21.14	     8.03	459916832	  0.68	汽车整车	上海	2.98	20.60	134056	89215	  1.50	265	901	--  	
600105	永鼎股份	0.53	21.01	0.11	21.00	21.01	76869	6	-0.33	          2.02	21.15	21.47	20.61	20.90	    63.16	162382848	  0.82	通信设备	江苏	4.11	21.12	38128	38740	  0.98	148	16	--  	
600106	重庆路桥	0.00	10.54	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	10.54	    41.22	0	  0.00	路桥	重庆	0.00	10.54	0	0	--  	0	0	--  	
600107	美尔雅	-2.05	17.68	-0.37	17.71	17.73	52387	20	0.00	          1.46	17.95	18.20	17.62	18.05	  1612.81	93541480	  0.93	服饰	湖北	3.21	17.86	24909	27478	  0.91	180	30	--  	
600108	亚盛集团	3.87	7.79	0.29	7.78	7.79	1247053	490	-0.12	          6.41	7.42	7.88	7.30	7.50	   106.42	953423360	  2.06	农业综合	甘肃	7.73	7.65	597940	649113	  0.92	1878	11	--  	
600109	国金证券	-2.70	15.50	-0.43	15.51	15.52	609082	147	-0.19	          2.15	15.77	15.85	15.31	15.93	    20.88	946795968	  0.64	证券	四川	3.39	15.54	334887	274194	  1.22	124	2292	--  	
600110	中科英华	0.00	13.73	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	13.73	--  	0	  0.00	电气设备	吉林	0.00	13.73	0	0	--  	0	0	--  	
600111	北方稀土	-2.64	14.01	-0.38	14.00	14.01	382986	124	0.07	          1.73	14.28	14.37	13.90	14.39	   126.61	541345472	  0.71	小金属	内蒙	3.27	14.13	201400	181585	  1.11	1921	196	--  	
600112	天成控股	-3.68	18.58	-0.71	18.53	18.55	492896	457	0.26	          9.68	19.00	19.08	18.18	19.29	  1558.41	917208128	  0.55	电气设备	贵州	4.67	18.61	267202	225693	  1.18	431	7158	--  	
600113	浙江东日	9.98	15.10	1.37	15.10	--  	699580	10	0.00	         21.96	14.50	15.10	14.38	13.73	   322.60	1047064384	  3.56	区域地产	浙江	5.24	14.97	419256	280324	  1.50	11934	0	--  	
600114	东睦股份	0.36	16.57	0.06	16.57	16.58	134329	35	-0.18	          5.61	16.40	16.90	16.06	16.51	    42.36	219940000	  0.57	机械基件	浙江	5.09	16.37	70501	63828	  1.10	49	13	--  	
600115	东方航空	-3.28	7.38	-0.25	7.38	7.39	725462	87	0.13	          0.93	7.53	7.54	7.31	7.63	    13.64	537530048	  0.88	空运	上海	3.01	7.41	355187	370275	  0.96	245	2373	--  	
600116	三峡水利	-4.05	18.01	-0.76	17.99	18.00	75230	55	-0.38	          2.81	18.60	18.69	18.00	18.77	    23.45	137404976	  0.46	水力发电	重庆	3.68	18.26	45147	30082	  1.50	67	484	--  	
600117	西宁特钢	-2.41	5.67	-0.14	5.66	5.67	107474	51	0.00	          1.45	5.75	5.80	5.62	5.81	--  	61380276	  0.61	特种钢	青海	3.10	5.71	67072	40402	  1.66	1266	265	--  	
600118	中国卫星	-1.42	44.34	-0.64	44.36	44.37	196394	112	-0.13	          1.66	45.00	45.45	44.02	44.98	   163.94	879113728	  0.59	航空	北京	3.18	44.76	106162	90232	  1.18	1	72	--  	
600119	长江投资	-3.53	19.65	-0.72	19.65	19.66	110841	47	0.00	          3.61	20.28	20.28	19.50	20.37	    56.37	220092016	  0.76	仓储物流	上海	3.83	19.86	58735	52106	  1.13	26	161	--  	
600120	浙江东方	0.00	19.86	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	19.86	    16.83	0	  0.00	商贸代理	浙江	0.00	19.86	0	0	--  	0	0	--  	
600121	郑州煤电	-0.59	6.76	-0.04	6.75	6.76	119513	5	0.14	          1.71	6.80	6.91	6.61	6.80	--  	80635864	  0.65	煤炭开采	河南	4.41	6.75	69740	49772	  1.40	449	620	--  	
600122	宏图高科	0.89	18.06	0.16	18.05	18.06	664668	119	0.00	          5.82	17.80	18.80	17.61	17.90	    42.01	1212730368	  1.30	其他商业	江苏	6.65	18.25	310845	353823	  0.88	48	10	--  	
600123	兰花科创	-1.65	7.75	-0.13	7.73	7.74	208764	115	-0.12	          1.83	7.86	7.92	7.71	7.88	    66.67	163064464	  0.79	煤炭开采	山西	2.66	7.81	123950	84813	  1.46	1460	806	--  	
600125	铁龙物流	-2.25	9.11	-0.21	9.10	9.11	225603	358	-0.10	          1.73	9.28	9.29	9.07	9.32	    38.34	207168992	  0.67	铁路	辽宁	2.36	9.18	134079	91524	  1.46	1745	34	--  	
600126	杭钢股份	-2.82	7.92	-0.23	7.93	7.94	134252	331	0.38	          1.60	8.06	8.13	7.82	8.15	--  	107125632	  0.62	普钢	浙江	3.80	7.98	80701	53550	  1.51	456	75	--  	
600127	金健米业	2.97	7.27	0.21	7.26	7.27	294785	1676	0.13	          5.41	7.00	7.30	6.90	7.06	--  	209688496	  1.58	农业综合	湖南	5.67	7.11	146342	148443	  0.99	481	192	--  	
600128	弘业股份	0.21	14.52	0.03	14.50	14.51	93101	54	0.13	          3.77	14.40	14.67	14.32	14.49	    84.65	134919232	  0.81	商贸代理	江苏	2.42	14.49	48642	44459	  1.09	1	10	--  	
600129	太极集团	-3.20	21.16	-0.70	21.16	21.17	78319	27	-0.04	          1.83	21.84	21.84	21.08	21.86	    33.42	167736864	  0.88	中成药	重庆	3.48	21.42	46680	31639	  1.48	61	319	--  	
600130	波导股份	-2.30	8.48	-0.20	8.47	8.49	335347	150	-0.11	          4.37	8.70	8.75	8.40	8.68	   154.76	287677728	  0.75	通信设备	浙江	4.03	8.58	191263	144084	  1.33	570	737	--  	
600131	岷江水电	2.24	10.06	0.22	10.05	10.07	241200	277	0.80	          6.07	9.70	10.09	9.65	9.84	    31.39	237562160	  1.12	水力发电	四川	4.47	9.85	100657	140542	  0.72	142	2	--  	
600132	重庆啤酒	-2.30	15.32	-0.36	15.32	15.34	49643	151	0.13	          1.03	15.60	15.61	15.18	15.68	    32.31	76614440	  0.76	啤酒	重庆	2.74	15.43	31535	18107	  1.74	197	240	--  	
600133	东湖高新	0.44	11.44	0.05	11.43	11.44	202376	340	-0.26	          3.76	11.40	11.63	11.31	11.39	   146.06	232170080	  0.88	园区开发	湖北	2.81	11.47	104360	98015	  1.06	73	12	--  	
600135	乐凯胶片	-2.64	15.47	-0.42	15.45	15.46	127248	12	-0.25	          3.72	15.81	15.95	15.37	15.89	   139.96	198946080	  0.86	化工原料	河北	3.65	15.63	82941	44306	  1.87	2	193	--  	
600136	道博股份	2.97	65.47	1.89	65.42	65.43	30118	5	-0.04	          2.89	62.39	66.49	62.39	63.58	   236.59	195566560	  0.76	影视音像	湖北	6.45	64.93	14613	15505	  0.94	34	8	--  	
600137	浪莎股份	-2.01	42.02	-0.86	42.00	42.04	69910	35	0.07	          7.19	42.20	44.00	41.03	42.88	  2111.81	296878080	  0.58	服饰	四川	6.93	42.47	39276	30633	  1.28	304	3	--  	
600138	中青旅	2.13	21.60	0.45	21.58	21.59	258071	35	-0.36	          3.67	21.05	22.18	20.95	21.15	    40.94	562332800	  1.57	旅游服务	北京	5.82	21.79	121696	136375	  0.89	201	5	--  	
600139	西部资源	0.57	15.99	0.09	15.99	16.00	162450	912	-0.24	          2.45	15.92	16.24	15.80	15.90	  2328.26	260896704	  0.82	铜	四川	2.77	16.06	81034	81415	  1.00	541	808	--  	
600141	兴发集团	5.16	15.29	0.75	15.30	15.31	738658	61	-0.26	         16.89	14.86	15.99	14.66	14.54	    57.52	1139136512	  5.46	化工原料	湖北	9.15	15.42	369946	368712	  1.00	29	219	--  	
600143	金发科技	-2.37	8.24	-0.20	8.24	8.25	257305	10	-0.12	          1.01	8.35	8.41	8.20	8.44	    29.07	214012016	  0.69	塑料	广东	2.49	8.32	149017	108288	  1.38	92	1262	--  	
600145	*ST新亿	4.96	7.40	0.35	7.40	--  	625474	130	0.00	         16.56	7.10	7.40	7.10	7.05	--  	454329216	  2.36	陶瓷	新疆	4.26	7.26	235605	389868	  0.60	909	0	--  	
600146	商赢环球	-2.27	30.16	-0.70	30.04	30.05	64806	30	0.16	          3.24	31.31	31.31	29.87	30.86	--  	196543264	  0.93	塑料	宁夏	4.67	30.33	35353	29452	  1.20	11	2	--  	
600148	长春一东	-1.28	27.84	-0.36	27.81	27.86	37362	46	0.65	          2.64	28.00	28.28	27.48	28.20	   823.08	103871952	  0.59	汽车配件	吉林	2.84	27.80	21891	15471	  1.41	33	23	--  	
600149	廊坊发展	-2.62	15.25	-0.41	15.24	15.25	128988	25	0.13	          3.39	15.43	15.59	15.10	15.66	--  	197443680	  0.68	综合类	河北	3.13	15.31	73407	55580	  1.32	232	5	--  	
600150	中国船舶	-1.85	36.11	-0.68	36.09	36.10	134423	31	-0.05	          0.98	36.58	36.70	35.90	36.79	   218.52	487425024	  0.61	船舶	上海	2.17	36.26	68913	65510	  1.05	160	522	--  	
600151	航天机电	-1.34	12.53	-0.17	12.52	12.53	218618	20	0.07	          1.75	12.57	12.85	12.48	12.70	   505.94	276491904	  0.82	半导体	上海	2.91	12.65	122545	96073	  1.28	105	43	--  	
600152	维科精华	0.68	11.77	0.08	11.75	11.76	159549	14	0.00	          5.44	11.50	12.00	11.47	11.69	   134.80	187550768	  0.46	纺织	浙江	4.53	11.76	84909	74640	  1.14	67	35	--  	
600153	建发股份	0.00	17.31	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	17.31	    22.87	0	  0.00	商贸代理	福建	0.00	17.31	0	0	--  	0	0	--  	
600155	宝硕股份	0.00	14.98	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	14.98	    18.70	0	  0.00	化工原料	河北	0.00	14.98	0	0	--  	0	0	--  	
600156	华升股份	8.46	13.20	1.03	13.18	13.19	133386	17	0.07	          3.32	12.09	13.38	11.90	12.17	--  	170024096	  1.79	纺织	湖南	12.16	12.75	55596	77789	  0.71	178	19	--  	
600157	永泰能源	-2.24	4.79	-0.11	4.79	4.80	508741	3	0.00	          1.11	4.89	4.90	4.72	4.90	    76.42	245318800	  0.66	煤炭开采	山西	3.67	4.82	273678	235062	  1.16	674	2052	--  	
600158	中体产业	3.48	22.57	0.76	22.56	22.58	625439	499	0.22	          9.51	21.60	23.00	21.45	21.81	   285.26	1391004672	  1.46	文教休闲	天津	7.11	22.24	272637	352802	  0.77	71	5	--  	
600159	大龙地产	-6.67	7.00	-0.50	6.99	7.00	819609	631	-0.84	          9.87	7.52	7.52	6.96	7.50	   192.98	589169984	  0.90	区域地产	北京	7.47	7.19	413146	406463	  1.02	1364	839	--  	
600160	巨化股份	-0.49	20.41	-0.10	20.40	20.42	353338	89	-0.04	          1.95	20.38	20.80	19.85	20.51	   199.54	717650048	  0.78	化工原料	浙江	4.63	20.31	179604	173733	  1.03	10098	60	--  	
600161	天坛生物	0.69	28.98	0.20	28.96	28.97	50066	1	-0.03	          0.97	28.86	29.50	28.76	28.78	   278.23	145944848	  0.93	生物制药	北京	2.57	29.15	26259	23806	  1.10	16	15	--  	
600162	香江控股	-3.62	9.31	-0.35	9.31	9.32	149341	29	-0.21	          1.95	9.50	9.52	9.27	9.66	    40.72	139681616	  0.51	全国地产	深圳	2.59	9.35	83668	65672	  1.27	23	311	--  	
600163	*ST南纸	3.22	7.37	0.23	7.36	7.37	88839	27	0.54	          1.23	7.29	7.38	7.11	7.14	--  	64530452	  0.96	新型电力	福建	3.78	7.26	40610	48229	  0.84	75	124	--  	
600165	新日恒力	-2.61	24.21	-0.65	24.24	24.25	314727	52	-0.90	          6.49	24.28	26.00	24.10	24.86	--  	782026048	  1.41	钢加工	宁夏	7.64	24.85	158830	155896	  1.02	2	1	--  	
600166	福田汽车	-1.39	6.39	-0.09	6.38	6.39	314295	1103	-0.15	          1.12	6.43	6.46	6.32	6.48	    99.19	200884672	  0.70	汽车整车	北京	2.16	6.39	172600	141694	  1.22	908	2751	--  	
600167	联美控股	0.00	25.76	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	25.76	    29.73	0	  0.00	供气供热	辽宁	0.00	25.76	0	0	--  	0	0	--  	
600168	武汉控股	0.00	9.68	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	9.68	    20.25	0	  0.00	水务	湖北	0.00	9.68	0	0	--  	0	0	--  	
600169	太原重工	-1.79	6.03	-0.11	6.01	6.02	483881	142	-0.16	          2.00	6.10	6.13	5.94	6.14	  1008.11	292214400	  0.78	工程机械	山西	3.09	6.04	282116	201764	  1.40	425	16	--  	
600170	上海建工	-2.01	7.33	-0.15	7.33	7.34	256168	27	-0.13	          0.45	7.45	7.46	7.30	7.48	    22.93	188908352	  0.63	建筑施工	上海	2.14	7.37	154489	101679	  1.52	1064	541	--  	
600171	上海贝岭	7.11	22.60	1.50	22.58	22.60	620668	218	-0.65	          9.21	21.10	23.21	20.85	21.10	   312.10	1409179136	  2.01	半导体	上海	11.18	22.70	315954	304713	  1.04	1293	490	--  	
600172	黄河旋风	-1.17	22.83	-0.27	22.85	22.86	97154	5	-0.30	          1.96	23.10	23.52	22.68	23.10	    81.50	223809184	  0.89	矿物制品	河南	3.64	23.04	54069	43085	  1.25	9	23	--  	
600173	卧龙地产	10.01	8.68	0.79	8.68	--  	329362	1007	0.93	          4.54	7.81	8.68	7.80	7.89	    88.77	272682624	  1.87	全国地产	浙江	11.15	8.28	125465	203896	  0.62	21672	0	--  	
600175	美都能源	0.00	6.56	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	6.56	   528.34	0	  0.00	全国地产	浙江	0.00	6.56	0	0	--  	0	0	--  	
600176	中国巨石	-2.53	23.08	-0.60	23.08	23.09	82206	29	-0.04	          0.94	23.52	23.56	23.00	23.68	    19.73	191070928	  0.76	玻璃	浙江	2.36	23.24	51803	30402	  1.70	457	67	--  	
